ID,Load,frequency,HR,FAR,Acc,RT,K,gender,dPrime,criterion,Acc_bsl,K_bsl,K_bsl_ave,HR_bsl,FAR_bsl,rP_mean_raw,rP_mean,rP_trial_var,rP_mean_bsl,rP_trial_CoV,rP_mean_bslSub_del,rP_trial_var_del,rP_trial_CoV_del,rP_mean_bslSub_del_raw
S06,7,0,0.529411764705882,0.0769230769230769,0.7,1.2810033585077,3.43137254901961,M,1.49986814608112,0.676142799232287,0,0,0.560983009708738,0.145454545454546,-0.48936170212766,2.81795066283887,-0.216591663052541,1.01520708531374,0,-4.65195584748812,0.627041100955357,1.03502798976956,1.62248256461497,0.116915906949351
S06,5,4,0.5,0.111111111111111,0.733333333333333,1.30066220725899,2.1875,M,1.22064034884735,0.610320174423675,0.157894736842105,0.261029411764706,-0.00487333131067941,0.0818181818181819,-0.26241134751773,2.87497026317303,0.0892147400492567,0.588306284284684,0.405030674316357,8.59736033478821,0.552141367200477,0.778742584033471,1.59825722236317,0.102950362603256
S06,6,4,0.722222222222222,0.0833333333333333,0.8,1.23218879695562,4.18181818181818,M,1.97244992495042,0.39676916462543,0.333333333333333,1.92727272727273,0.902372021182701,0.562626262626263,-0.446808510638298,2.81602706330409,-0.226908274380779,0.666601991949078,0.106921542810117,-3.59818070619448,0.277241019100975,0.304291061179045,1.9896977589759,0.0516933979963469
S06,7,4,0.333333333333333,0.2,0.566666666666667,1.41336748681315,1.16666666666667,M,0.410893934277457,0.636174266434186,-0.19047619047619,-0.66,-0.469265776699029,-0.278787878787879,0.327659574468085,2.82513287771882,-0.178072148957899,0.953804862460383,0.038519514094641,-5.48445864784501,0.74295406336986,0.97144465937337,1.32662161845338,0.138528635536409
S06,5,7,0.666666666666667,0,0.833333333333333,1.19781858831244,3.33333333333333,M,Inf,Inf,0.315789473684211,0.92156862745098,0.516383495145631,0.442424242424242,-1,2.7797399348643,-0.421522690511959,0.667300390870154,-0.10570675624486,-1.93793734564725,0.516965726490192,0.926411597473531,1.86183092724345,0.0963916347464987
S06,6,7,0.571428571428571,0.125,0.733333333333333,1.33201731807457,3.06122448979592,M,1.33036175016871,0.485168505291652,0.222222222222222,1.14285714285714,0.392597087378641,0.236363636363636,-0.170212765957447,2.85119259481705,-0.0383091849077095,0.74341015607433,0.295520632283186,-22.5066746638622,0.447253019447883,1.00833196212415,2.24516614905479,0.0833932453947836
S06,7,7,0.625,0.0714285714285714,0.766666666666667,1.39377263405971,4.17307692307692,M,1.7838731566499,0.573297214360574,0.0952380952380954,0.216153846153846,0.898395491038088,0.352272727272727,-0.525835866261398,2.8070600895729,-0.274999772170531,0.514323399826411,-0.0584081091179904,-2.60786921547881,0.316976186792864,0.804318085296807,2.8293539480097,0.0591022794259757
S07,5,0,0.9375,0.285714285714286,0.833333333333333,1.11340016206397,4.5625,F,2.10006936628541,-0.484085861209842,0,0,-0.106311940219407,0.0568105569223886,0.289167412712623,3.67626596880819,-0.0479697355955259,1.2867125685242,0,-23.6468581882512,-0.15005553239164,0.52348282643171,-4.82168913783515,-0.0517324477710441
S07,6,0,0.857142857142857,0.3125,0.766666666666667,1.09178282639836,4.75324675324675,F,1.55634693499281,-0.289397056381736,0,0,-0.0689490699030155,-0.0337732050995304,0.410026857654432,3.50186542976661,-0.203577352754021,1.08600320973331,0,-5.11901134149654,-0.109926786787943,0.610124132922961,-7.10567873702873,-0.0366345863871704
S07,7,0,0.866666666666667,0.0666666666666667,0.9,1.08433628719829,6,F,2.61185756268081,0.19515716470362,0,0,0.175261010122423,-0.0230373518228585,-0.699194270367055,3.55793617506264,-0.0353298721339923,0.708539407226353,0,-23.8253856558004,-0.141066125720967,0.576856634377047,-5.38407631409269,-0.047012191659868
S07,5,4,0.928571428571429,0.1875,0.866666666666667,0.980329913998139,4.56043956043956,F,2.3523803517044,-0.289043616833323,0.04,-0.000451603191329071,-0.106715532599257,0.0467456944755088,-0.153983885407341,3.53047552286088,-0.470850614556806,0.911005738633267,-0.42288087896128,-2.02711046054953,-0.0128424210688664,0.798536042662325,-69.5825525761599,-0.00442749338601469
S07,6,4,1,0.230769230769231,0.9,1.02625560886527,6,F,Inf,-Inf,0.173913043478261,0.262295081967213,0.175261010122423,0.127264594050548,0.0412506025755803,3.49752785328151,-0.566418876118236,0.836802162218508,-0.362841523364214,-1.61500428479859,-0.0431843945997035,0.366758094813303,-14.0237131036577,-0.0148880511271158
S07,7,4,1,0.1875,0.9,0.983690226664476,7,F,Inf,-Inf,0,0.166666666666667,0.371137845142827,0.127264594050548,-0.153983885407341,3.6001385409507,-0.268785533203233,0.576392086965559,-0.233455661069241,-2.82457502611262,0.06662640649788,0.426514654517693,9.80213294761087,0.0229698101721971
S07,5,7,0.875,0.214285714285714,0.833333333333333,0.96704029666483,4.20454545454546,F,1.94198798811938,-0.179355386316317,0,-0.0784557907845578,-0.176426943664211,-0.0136434802057706,-0.0331244404655327,3.94836463407363,0.74128172724196,0.618393256374166,0.789251462837486,1.06083802338527,-0.343734758165723,0.56678174950314,-2.19020355157197,-0.118504397275334
S07,6,7,0.941176470588235,0.384615384615385,0.8,0.838792274124959,5.42647058823529,F,1.85810770348299,-0.635672619620303,0.0434782608695652,0.141634522661524,0.0629198841548386,0.0609549120475745,0.735417670959301,3.8426637647314,0.43468497980784,0.97446790208868,0.638262332561861,2.2709581737125,-0.188526325174764,0.591614326567321,-4.07987952522425,-0.0649954594484094
S07,7,7,0.916666666666667,0.222222222222222,0.833333333333333,0.938532287064978,6.25,F,2.14770380088703,-0.309142226657126,-0.0740740740740741,0.0416666666666667,0.224230218877524,0.0333258778796689,0.00268576544315129,3.77869503201925,0.249136786031619,0.87083141348549,0.284466658165611,3.74566718209045,-0.136723679854894,0.331247717780401,-4.20952127387727,-0.0471362202674258
S08,5,0,0.846153846153846,0.352941176470588,0.733333333333333,1.22125154551879,3.81118881118881,M,1.39746817661476,-0.321342144478824,0,0,-0.00249540634689723,0.110744456177402,0.0652503793626708,2.95649095282146,0.177436393781116,1.07975235434516,0,5.85624688935521,0.260481823603545,0.37249267671106,2.34304940299423,0.0714879351470805
S08,6,0,0.705882352941177,0.307692307692308,0.666666666666667,1.22016750964259,3.45098039215686,M,1.04379730850244,-0.0194964308778663,0,0,-0.0967729586954025,-0.0733896515311509,-0.0713201820940819,2.87013186850628,-0.137231692810933,0.731748249891816,0,-6.23342051001074,0.329857006122725,0.760224063437064,2.64329170594597,0.0905276073980568
